id,entity_id,entity_label,relation_id,relation_label,question,span
6058,Q201330,goalkeeper,P413,position played on team / speciality,Who is a goalkeeper for Persepolis F.C. in Iran?,"[0, 0, 0, 1, 0, 0, 0, 0, 0]"
6059,Q3203052,The Boy Who Wanted To Be A Bear,P495,country of origin,Which country is the film the boy who wanted to be a bear from,"[0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0]"
6060,Q7356100,Rod Allen,P413,position played on team / speciality,what is the position in which the baseball player rod allen plays,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]"
6061,Q12192,pneumonia,P509,cause of death,who died of pneumonia,"[0, 0, 0, 1]"
6062,Q4762554,Angela Sidney,P19,place of birth,where in canada was angela sidney born,"[0, 0, 0, 0, 1, 1, 0]"
6063,Q738052,The Road,P58,screenwriter,what is the story of the road (film),"[0, 0, 1, 0, 0, 1, 1, 0]"
6064,Q28389,screenwriter,P106,occupation,who is a screenwriter?,"[0, 0, 0, 1]"
6065,Q1269321,Kevin Dobson,P19,place of birth,In what New York neighborhood was kevin dobson born?,"[0, 0, 0, 0, 0, 0, 1, 1, 0]"
6066,Q3472226,Long Road to Heaven,P364,original language of film or TV show,in which language is the long road to heaven movie spoken,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0]"
6067,Q640740,Illizi,P17,country,Which country contains the commune illizi?,"[0, 0, 0, 0, 0, 1]"
6068,Q5440584,Federalist No. 15,P50,author,Who was the author of federalist no. 15,"[0, 0, 0, 0, 0, 1, 1, 1]"
6069,Q7749,rock and roll,P136,genre,Who's an american rock and roll band,"[0, 0, 0, 1, 1, 1, 1]"
6070,Q7722739,The Christmas Album,P136,genre,what type of music is on the christmas album,"[0, 0, 0, 0, 0, 0, 1, 1, 1]"
6071,Q5457470,Flare Gun,P175,performer,Which artist recorded the album flare gun?,"[0, 0, 0, 0, 0, 1, 1]"
6072,Q2280,Minsk,P19,place of birth,who are individuals born in minsk,"[0, 0, 0, 0, 0, 1]"
6073,Q949398,3532 Tracie,P65,site of astronomical discovery,where was the 3532 tracie first discovered,"[0, 0, 0, 1, 1, 0, 0]"
6074,Q100,Boston,P19,place of birth,what person was born in boston?,"[0, 0, 0, 0, 0, 1]"
6075,Q3264292,"Lovely, Still",P364,original language of film or TV show,"whats the language that was used in  lovely, still","[0, 0, 0, 0, 0, 0, 0, 1, 1]"
6076,Q5094936,Chhota Bheem & Ganesh,P364,original language of film or TV show,which language is spoken in the movie chhota bheem & ganesh,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]"
6077,Q678468,Stony Prairie,P131,located in the administrative territorial entity,Where is stony prairie located?,"[0, 0, 1, 1, 0]"
6078,Q436125,Chris Dickens,P1040,film editor,chris dickens edited what film,"[1, 1, 0, 0, 0]"
6079,Q9958,Winifred Asprey,P19,place of birth,where was winifred asprey born,"[0, 0, 1, 1, 0]"
6080,Q4704590,Al Pedrique,P413,position played on team / speciality,what position does al pedrique play ,"[0, 0, 0, 1, 1, 0]"
6081,Q7690680,Tchoumi Houmi Elvis,P27,country of citizenship,what is tchoumi houmi elvis's nationality ,"[0, 0, 1, 1, 1, 0]"
6082,Q7149362,Paul Bielby,P413,position played on team / speciality,what position does paul bielby play?,"[0, 0, 0, 1, 1, 0]"
6083,Q1160157,Daniel Brauneis,P21,sex or gender,what is daniel brauneis's gender ,"[0, 0, 1, 1, 0]"
6084,Q37796,Foxhall Keene,P27,country of citizenship,what is foxhall p. keene's nationality,"[0, 0, 1, 0, 1, 0]"
6085,Q7913004,Vampire Rain,P136,genre,what kind of game was  vampire rain,"[0, 0, 0, 0, 0, 1, 1]"
6086,Q6873258,Miria Matembe,P21,sex or gender,what is the gender of miria matembe?,"[0, 0, 0, 0, 0, 1, 1]"
6087,Q1899940,Mark Atkins,P19,place of birth,What is mark atkins place of birth ,"[0, 0, 1, 1, 0, 0, 0]"
6088,Q876171,East Coast hip hop,P136,genre,What is an east coast hip hop album?,"[0, 0, 0, 1, 1, 1, 1, 0]"
6089,Q452379,Diego Columbus,P40,child,who is father of diego columbus,"[0, 0, 0, 0, 1, 1]"
6090,Q15652571,Lee Eol,P19,place of birth,what country was lee eol born,"[0, 0, 0, 1, 1, 0]"
6091,Q1858,Hanoi,P17,country,which country is hanoi in ,"[0, 0, 0, 1, 0]"
6092,Q3066501,Fanny Stevenson,P27,country of citizenship,is fanny vandegrift from the united states or canada,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
6093,Q1386844,Axel Cédric Konan,P19,place of birth,Axel Cedric Konan was born where?,"[1, 0, 1, 0, 0, 0]"
6094,Q83440,country music,P136,genre,who is a country artist,"[0, 0, 0, 1, 0]"
6095,Q14604934,Charlie Ross,P27,country of citizenship,which country is charlie ross from,"[0, 0, 0, 1, 1, 0]"
6096,Q1854,Ho Chi Minh City,P276,location,What military conflict occurred in ho chi minh city?,"[0, 0, 0, 0, 0, 1, 1, 1, 1]"
6097,Q619548,5017 Tenchi,P196,minor planet group,5017 tenchi is a member of which asteroid group?,"[1, 1, 0, 0, 0, 0, 0, 0, 0]"
6098,Q977996,Kansas City,P344,director of photography,who was in charge of cinematography in kansas city,"[0, 0, 0, 0, 0, 0, 0, 1, 1]"
6099,Q16205220,Jim Conway,P136,genre,what kind of music does jim conway play,"[0, 0, 0, 0, 0, 1, 1, 0]"
6100,Q999654,North Battleford,P19,place of birth,who was born in north battleford?,"[0, 0, 0, 0, 1, 1]"
6101,Q1669469,Robert W. Upton,P20,place of death,where in the united states did robert w. upton pass away?,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0]"
6102,Q22905,Bradford,P19,place of birth,Name someone who was born in bradford.,"[0, 0, 0, 0, 0, 0, 1]"
6103,Q552734,Hard to Be a God,P136,genre,what kind of film is hard to be a god,"[1, 0, 0, 0, 0, 1, 1, 1, 1, 1]"
6104,Q7925684,Victor Anagnastopol,P21,sex or gender,what is victor-mugurel anagnastopol's gender?,"[0, 0, 1, 1, 0]"
6105,Q1048902,pitcher,P413,position played on team / speciality,Who is a notable baseball pitcher,"[0, 0, 0, 0, 0, 1]"
6106,Q130232,drama film,P136,genre,which drama film was released in 1998?,"[0, 1, 1, 0, 0, 0, 0]"
6107,Q2608419,Thomas Woods,P27,country of citizenship,what is the nationality of thomas woods?,"[0, 0, 0, 0, 0, 1, 1]"
6108,Q5698773,Heidenlöcher,P364,original language of film or TV show,What language is spoken in the movie heidenlöcher,"[0, 0, 0, 0, 0, 0, 0, 1]"
6109,Q100661,Sascha Göpel,P19,place of birth,where was sascha göpel born ,"[0, 0, 1, 1, 0]"
6110,Q8646,Hong Kong,P19,place of birth,who was born in hong kong,"[0, 0, 0, 0, 1, 1]"
6111,Q1897583,Mariele Millowitsch,P19,place of birth,Where was mariele millowitsch born,"[0, 0, 1, 1, 0]"
6112,Q11672714,The Dream of Garuda,P364,original language of film or TV show,what language is used in the dream of garuda,"[0, 0, 0, 0, 0, 1, 1, 1, 1]"
6113,Q718091,Theodore Nicolas Gobley,P20,place of death,Where is the place of death for theodore nicolas gobley?,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
6114,Q1865881,Dream of a Rarebit Fiend,P495,country of origin,what country was dream of a rarebit fiend filmed in?,"[1, 0, 1, 1, 1, 1, 1, 1, 0, 0]"
6115,Q5601163,Greatest Hits,P175,performer,Who is the artist of the album greatest hits?,"[0, 0, 0, 0, 0, 0, 0, 1, 1]"
6116,Q2136372,Redneck Rampage,P136,genre,what kind of game is redneck rampage released in?,"[0, 0, 0, 0, 0, 1, 1, 0, 0]"
6117,Q1695947,Aleksandr Feklistov,P19,place of birth,What is aleksandr feklistov's place of birth,"[0, 0, 1, 1, 0, 0, 0]"
6118,Q1362064,Grant Hanley,P19,place of birth,Where was grant hanley born,"[0, 0, 1, 1, 0]"
6119,Q3127089,Hanuman,P364,original language of film or TV show,what language is hanuman in?,"[0, 0, 0, 1, 0]"
6120,Q107126,Arlington County,P19,place of birth,Name someone who was born in arlington county,"[0, 0, 0, 0, 0, 0, 1, 1]"
6121,Q74881,Dalian,P19,place of birth,What Chinese footballer was born in dalian?,"[0, 0, 0, 0, 0, 0, 1]"
6122,Q3505379,Tony Trischka,P21,sex or gender,what is tony trischka's gender?,"[0, 0, 1, 1, 0]"
6123,Q3311828,Mickey's Gala Premier,P364,original language of film or TV show,what is the language in mickeys gala premier,"[0, 0, 0, 0, 0, 0, 1, 1]"
6124,Q93204,documentary film,P136,genre,What's a documentary film made in 1896,"[0, 0, 1, 1, 0, 0, 0]"
6125,Q2635022,John Blackley,P413,position played on team / speciality,what position does john blackley play,"[0, 0, 0, 1, 1, 0]"
6126,Q2410615,The Crossing,P364,original language of film or TV show,what is the language for the film the crossing,"[0, 0, 1, 0, 0, 1, 0, 1, 1]"
6127,Q7505585,Shut Up and Shoot Me,P495,country of origin,in which country did the film shut up and shoot me take place,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0]"
6128,Q5293745,Don Winslow of the Navy,P364,original language of film or TV show,which language is don winslow of the navy spoken,"[0, 0, 0, 1, 1, 1, 1, 1, 0]"
6129,Q313488,Michael Redd,P172,ethnic group,what is michael redd's ethnicity,"[0, 0, 1, 1, 0]"
6130,Q129305,Feliks Chmurkowski,P20,place of death,where did feliks chmurkowski pass away?,"[0, 0, 1, 1, 0, 0]"
6131,Q200092,horror film,P136,genre,Name a horror film,"[0, 0, 1, 1]"
6132,Q1077109,Lockport,P19,place of birth,who was born in lockport?,"[0, 0, 0, 0, 1]"
6133,Q4908657,Bill Daley,P413,position played on team / speciality,What football position does bill daley play,"[0, 0, 0, 0, 1, 1, 0]"
6134,Q2819894,A Scrap of Paper,P57,director,who directed the film a scrap of paper,"[0, 0, 0, 0, 1, 1, 1, 1]"
6135,Q1241250,Bin Dong,P27,country of citizenship,Which country does dong bin have nationality in,"[0, 0, 0, 1, 1, 0, 0, 0]"
6136,Q7089851,Omar Uresti,P19,place of birth,what city in texas was omar uresti born in,"[0, 0, 0, 0, 0, 1, 1, 0, 0]"
6137,Q459,Plovdiv,P276,location,What's a conflict that took place in plovdiv,"[0, 0, 0, 0, 0, 0, 0, 1]"
6138,Q188671,Preity Zinta,P161,cast member,which film was preity zinta in,"[0, 0, 0, 1, 1, 0]"
6139,Q33999,actor,P106,occupation,who is an actor?,"[0, 0, 0, 1]"
6140,Q6769798,Mark Spalding,P27,country of citizenship,what is mark spalding's country of nationality?,"[0, 0, 1, 1, 0, 0, 0]"
6141,Q622764,Himarë,P19,place of birth,Who was born in Himare?,"[0, 0, 0, 0, 0]"
6142,Q7312914,Rene Lavan,P19,place of birth,what was rene lavan's place of birth,"[0, 0, 1, 1, 0, 0, 0]"
6143,Q2788699,Nicole Forester,P27,country of citizenship,what country is nicole forester from,"[0, 0, 0, 1, 1, 0]"
6144,Q1919736,Ingrid Simons,P106,occupation,what is ingrid simons's profession in the entertainment industry?,"[0, 0, 1, 1, 0, 0, 0, 0, 0]"
6145,Q370417,Lawrence Turman,P19,place of birth,what part of california was lawrence turman born in?,"[0, 0, 0, 0, 0, 1, 1, 0, 0]"
6146,Q1351120,Lugu Lake,P17,country,in what country is lugu lake located,"[0, 0, 0, 0, 1, 1, 0]"
6147,Q130232,drama film,P136,genre,What's an example of a drama flag,"[0, 0, 0, 0, 0, 1, 0]"
6148,Q1747586,U Geminorum,P31,instance of,What kind of celestial object is u geminorum?,"[0, 0, 0, 0, 0, 0, 1, 1]"
6149,Q205049,world music,P136,genre,What is an album that can be classified as world music?,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
6150,Q1539276,We're No Angels,P272,production company,which production company produced the film we're no angels?,"[0, 0, 0, 0, 0, 0, 1, 1, 1]"
6151,Q3933,Celle,P19,place of birth,whose life began in celle,"[0, 0, 0, 0, 1]"
6152,Q49085,African Americans,P172,ethnic group,Who is someone that is african american?,"[0, 0, 0, 0, 0, 1, 0]"
6153,Q280470,Souls at Sea,P136,genre,which film genre is souls at sea under,"[0, 0, 0, 0, 1, 1, 1, 0]"
6154,Q1933279,Mike Longo,P19,place of birth,Where was mike longo born?,"[0, 0, 1, 1, 0]"
6155,Q5179005,S Virginis,P31,instance of,What type of celestial object is s virginis classified as,"[0, 0, 0, 1, 0, 1, 1, 1, 1, 1]"
6156,Q950579,Riad Al Solh,P140,religion or worldview,what is the religion of riad as-solh?,"[0, 0, 0, 0, 0, 1, 1]"
6157,Q33999,actor,P106,occupation,Name your favorite actor,"[0, 0, 0, 1]"
6158,Q1322518,Bobby Abreu,P413,position played on team / speciality,what is bobby abreu baseball position ,"[0, 0, 1, 1, 0, 0]"
6159,Q1676912,Jacek Dembiński,P27,country of citizenship,what country holds jacek dembiński's nationality,"[0, 0, 0, 1, 1, 0]"
6160,Q654222,Martin Dechev,P21,sex or gender,What is the gender of martin dechev?,"[0, 0, 0, 0, 0, 1, 1]"
6161,Q4983589,Bucky Fellini,P175,performer,who is the artist that released bucky fellini,"[0, 0, 0, 0, 0, 0, 1, 1]"
6162,Q176483,Gothic architecture,P149,architectural style,what is an example of gothic architecture?,"[0, 0, 0, 0, 0, 1, 1]"
6163,Q111867,Ben Hill County,P138,named after,"What is ben hill county, georgia named after","[0, 0, 1, 1, 1, 0, 0, 0]"
6164,Q4937279,Boff Whalley,P19,place of birth,which town was boff whalley born,"[0, 0, 0, 1, 1, 0]"
6165,Q58608,Arcade Fire,P175,performer,What is the name of an album from arcade fire,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
6166,Q7429025,Say What You Feel,P175,performer,Who wrote the album say what you feel?,"[0, 0, 0, 0, 1, 1, 1, 1]"
6167,Q4096115,Richard Shaw Brown,P136,genre,what genre is richard shaw brown?,"[0, 0, 0, 1, 1, 1]"
6168,Q97944,Peter Capell,P21,sex or gender,is peter capell male or female,"[0, 1, 1, 0, 0, 0]"
6169,Q5369,baseball,P641,sport,What are names of baseball teams?,"[0, 0, 0, 0, 1, 0]"
6170,Q7271554,Questo amore ai confini del mondo,P364,original language of film or TV show,which language is primarily used in questo amore ai confini del mondo,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]"
6171,Q386859,Ilija Mitić,P19,place of birth,where was ilija mitić born ,"[0, 0, 1, 1, 0]"
6172,Q7049511,Nonnie & Alex,P364,original language of film or TV show,What language is used in the film nonnie & alex,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
6173,Q197230,16 Horsepower,P136,genre,what genre does 16 horsepower belong to,"[0, 0, 0, 1, 1, 0, 0]"
6174,Q957726,Lavallette,P421,located in time zone,"what time zone is lavallette, new jersey in?","[0, 0, 0, 0, 1, 0, 0, 0]"
6175,Q770701,Man-Thing,P58,screenwriter,Who wrote the story to the film man-thing,"[0, 0, 0, 0, 0, 0, 0, 1]"
6176,Q4352751,But Not for Me,P676,lyrics by,who sang but not for me,"[0, 0, 1, 1, 1, 1]"
6177,Q2075812,Peter Marris,P20,place of death,what town did peter marris die in,"[0, 0, 0, 1, 1, 0, 0]"
6178,Q2535855,Kevin Jarre,P57,director,Name a film directed by kevin jarre.,"[0, 0, 0, 0, 0, 1, 1]"
6179,Q363976,Jack R. Lousma,P27,country of citizenship,what is jack r. lousma's nationality ,"[0, 0, 1, 1, 1, 0]"
6180,Q3361615,Palmer Hayden,P27,country of citizenship,Where is palmer hayden from,"[0, 0, 1, 1, 0]"
6181,Q952054,Roberto Colautti,P413,position played on team / speciality,What is the position of football player roberto colautti?,"[0, 0, 0, 0, 0, 0, 0, 1, 1]"
6182,Q16562,El Paso,P19,place of birth,Who was born in El Paso?,"[0, 0, 0, 0, 1, 1]"
6183,Q5601713,Greedy for Tweety,P57,director,who directed the film greedy for tweety,"[0, 0, 0, 0, 1, 1, 1]"
6184,Q1348,Kolkata,P19,place of birth,who on earth was born in kolkata,"[0, 0, 0, 0, 0, 0, 1]"
6185,Q12125681,Let's Do It Again,P136,genre,What type of motion picture is let's do it again,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1]"
6186,Q7730545,The Dogs of War,P179,part of the series,what series is the episode the dogs of war originally from?,"[0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0]"
6187,Q350422,Walter Hill,P57,director,what films has walter hill (filmmaker) directed,"[0, 0, 0, 1, 1, 0, 0]"
6188,Q2736,association football,P641,sport,What's a football team that plays in cambodia,"[0, 0, 1, 0, 0, 0, 0, 0]"
6189,Q38022,St. Louis,P19,place of birth,who was born in st. louis,"[0, 0, 0, 0, 1, 1]"
6190,Q60,New York City,P19,place of birth,"who is an female poet, playwright, and novelist born in new york city","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
6191,Q6059625,Invasion of England,P276,location,where did the invasion of england occur,"[0, 0, 0, 1, 1, 1, 0]"
6192,Q2984610,Ezra Cornell,P112,founded by,which ivy league university did ezra cornell create ,"[0, 0, 0, 0, 0, 1, 1, 0]"
6193,Q8341,jazz,P136,genre,This jazz was released in 1959.,"[0, 1, 0, 0, 0, 0]"
6194,Q1624365,Lightning Over Water,P57,director,who was lightning over water directed by,"[0, 0, 1, 1, 1, 0, 0]"
6195,Q17025605,Mike Shanahan,P413,position played on team / speciality,which football position is mike shanahan charged of ,"[0, 0, 0, 0, 1, 1, 0, 0]"
6196,Q1145740,A Snake of June,P344,director of photography,Who did the cinematography of the film a snake of june,"[0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1]"
6197,Q740880,David P. Lewis,P19,place of birth,Where was david p. lewis born?,"[0, 0, 1, 1, 1, 0]"
6198,Q5353143,Elahi Bux Soomro,P27,country of citizenship,What country is elahi bux soomro from?,"[0, 0, 0, 1, 1, 1, 0]"
6199,Q362981,Adolf Kob,P20,place of death,Where did adolf kob die,"[0, 0, 1, 1, 0]"
6200,Q109265,Denton County,P131,located in the administrative territorial entity,"what is a town located in denton county, texas","[0, 0, 0, 0, 0, 0, 1, 1, 0]"
6201,Q548880,Marcelo Gonçalves Costa Lopes,P413,position played on team / speciality,What is marcelo gonçalves costa lopes's football position,"[0, 0, 1, 1, 1, 1, 0, 0]"
6202,Q650220,Charles Christopher Parry,P20,place of death,what city did charles christopher parry die,"[0, 0, 0, 1, 1, 1, 0]"
6203,Q2086913,Central Time Zone,P421,located in time zone,which city uses north american central time zone,"[0, 0, 0, 0, 0, 1, 1, 1]"
6204,Q6210762,Joe Kracher,P21,sex or gender,"what's joe kracher's gender, male or female","[0, 1, 1, 0, 0, 0, 0]"
6205,Q58745,Georg Stumme,P27,country of citizenship,what is georg stumme's country of nationality?,"[0, 0, 1, 1, 0, 0, 0]"
6206,Q50616,Hedmark,P17,country,what is a name of an episode of seinfeld?,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
6207,Q153465,4304 Geichenko,P397,parent astronomical body,what does 4304 geichenko orbit?,"[0, 0, 1, 1, 0]"
6208,Q151114,The Wall,P175,performer,Who is the famous band that wrote the wall?,"[0, 0, 1, 0, 0, 0, 0, 1, 1]"
6209,Q18940,Wolfenstein 3D,P178,developer,who is the developer of wolfenstein 3d,"[0, 0, 0, 0, 0, 1, 1]"
6210,Q272438,Diane von Fürstenberg,P40,child,Who is diane von furstenberg's child?,"[0, 0, 1, 1, 0, 0]"
6211,Q1202567,Shizuka Kudō,P27,country of citizenship,What nationality is Shizuka Kuda?,"[0, 0, 0, 1, 0]"
6212,Q1036131,Dan Snaith,P1303,instrument,What instruments does caribou (musician) use,"[0, 0, 0, 0, 0, 0]"
6213,Q7561417,Songs for a Simple Moment,P136,genre,what specific kind of rock music is on songs for a simple moment,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]"
6214,Q193592,midfielder,P413,position played on team / speciality,who has ever played midfielder,"[0, 0, 0, 0, 1]"
6215,Q6412526,Kingdom Under Fire: The Crusaders,P404,game mode,Kingdom Under Fire: The Crusaders is what type of computer video game?,"[1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
6216,Q79484,Cullman,P19,place of birth,"which person was born in cullman, alabama","[0, 0, 0, 0, 0, 1, 0]"
6217,Q41163,Al Pacino,P58,screenwriter,what films have al pacino written?,"[0, 0, 0, 1, 1, 0]"
6218,Q7597532,Stan Arthur,P19,place of birth,where in california is stan arthur from?,"[0, 0, 0, 0, 1, 1, 0]"
6219,Q1054527,Sergio Bruni,P21,sex or gender,What is the gender of sergio bruni?,"[0, 0, 0, 0, 0, 1, 1]"
6220,Q6160800,Jarosław Boberek,P106,occupation,What was jaroslaw boberek's profession?,"[0, 0, 0, 1, 0]"
6221,Q361,World War I,P607,conflict,Name a military leader from world war i,"[0, 0, 1, 0, 0, 1, 1, 1]"
6222,Q226730,silent film,P136,genre,What's a silent film film,"[0, 0, 1, 1, 1]"
6223,Q13560801,Syvilla Fort,P21,sex or gender,whats syvilla fort's gender,"[0, 1, 1, 0]"
6224,Q4802164,Aruna Kumari Galla,P21,sex or gender,what is the sex of aruna kumari galla,"[0, 0, 0, 0, 0, 1, 1, 1]"
6225,Q321729,Carchi Province,P17,country,What country is the carchi province located in,"[0, 0, 0, 0, 1, 1, 0, 0]"
6226,Q3520508,The Dandy Warhols Are Sound,P175,performer,Who is the artist from the album the dandy warhols are sound,"[0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1]"
6227,Q1421902,Alatriste,P495,country of origin,Where was alatriste filmed?,"[0, 0, 1, 0]"
6228,Q186472,folk rock,P136,genre,What is an album whose musical genre is folk rock?,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
